,Data,vazao,periodo
1045,2018-02-01,637,2
1046,2018-03-01,800,3
1047,2018-04-01,357,4
1048,2018-05-01,245,5
1049,2018-06-01,238,6
1050,2018-07-01,175,7
1051,2018-08-01,223,8
1052,2018-09-01,195,9
1053,2018-10-01,442,10
1054,2018-11-01,764,11
1055,2018-12-01,925,12
1056,2019-01-01,707,1
1057,2019-02-01,736,2
1058,2019-03-01,1293,3
1059,2019-04-01,777,4
1060,2019-05-01,524,5
1061,2019-06-01,357,6
1062,2019-07-01,286,7
1063,2019-08-01,229,8
1064,2019-09-01,206,9
1065,2019-10-01,218,10
1066,2019-11-01,429,11
1067,2019-12-01,734,12
