"";"TIPO";"CASO";"EST";"NOS";"POSTO";"mediaOrig";"mediaRed";"limT";"error_media";"mediaLimInf95";"mediaLimSup95";"mediaLimInf99";"mediaLimSup99";"error_margin_mean_95";"error_margin_mean_99";"Low_ci_95_mean_orig";"Low_ci_99_mean_orig";"Low_ci_95_mean_red";"Low_ci_99_mean_red";"Low_ci_95_var_orig";"Low_ci_99_var_orig";"Low_ci_95_var_red";"Low_ci_99_var_red";"Sup_ci_95_mean_orig";"Sup_ci_99_mean_orig";"Sup_ci_95_mean_red";"Sup_ci_99_mean_red";"Sup_ci_95_var_orig";"Sup_ci_99_var_orig";"Sup_ci_95_var_red";"Sup_ci_99_var_red";"stdOrig";"stdRed";"stdLimInf95";"stdLimSup95";"chi2_lower95";"chi2_upper95";"stdLimInf99";"stdLimSup99";"chi2_lower99";"chi2_upper99";"assimOrig";"assimRed";"kurtOrig";"kurtRed";"DWasserstein";"KS_Test";"KS_p_valor";"T_p_valor";"F_p_valor";"L_p_valor";"P_Boot_mean";"P_Boot_Variance";"Wilcoxon_p_valor"
"589";"avaliaArvores/A_125_2_2_Teste";"BKSimetrico";2;125;93;22,232;24,32;1,96;2564,408;19,124;25,34;18,147;26,317;3,108;4,085;19,588;18,984;16,16;15,552;323,762;268,086;211,062;115,824;25,733;26,951;36,328;41,266;2939,411;3679,873;9998,17;12920,655;35,46;60,893;33,39;37,806;562,789;438,998;32,774;38,588;584,125;421,385;11,873;8,808;193,545;85,089;6,316;0,108;0,194;0,714;0;0,53;0,703;0,495;0,086
"590";"avaliaArvores/A_125_2_2_Teste";"BKSimetrico";2;125;111;80,586;71,416;1,96;2564,408;74,502;86,67;72,59;88,582;6,084;7,996;74,891;73,03;60,551;57,766;2939,019;2618,468;944,087;716,065;87,3;89,364;86,033;92,257;7475,283;8358,212;14082,589;16942,349;69,409;75,967;65,357;74,001;562,789;438,998;64,153;75,532;584,125;421,385;4,238;6,68;26,32;54,731;12,81;0,162;0,011;0,223;0,172;0,279;0,561;0,84;0,006
"591";"avaliaArvores/A_125_2_2_Teste";"BKSimetrico";2;125;103;6,284;5,504;1,96;2564,408;5,712;6,856;5,533;7,035;0,572;0,751;5,772;5,58;4,648;4,472;28,03;24,488;10,344;7,549;6,828;6,99;6,552;6,968;59,638;66,261;62,698;72,887;6,521;5,642;6,14;6,952;562,789;438,998;6,027;7,096;584,125;421,385;3,751;4,272;17,527;22,65;0,82;0,098;0,292;0,184;0,056;0,297;0,521;0,622;0,051
"592";"avaliaArvores/A_125_2_2_Teste";"BKSimetrico";2;125;286;30,248;30,376;1,96;2564,408;28,393;32,103;27,81;32,686;1,855;2,438;28,52;27,926;26,992;26,2;305,186;275,039;216,862;198,212;32,083;32,992;34,121;35,561;607,018;651,661;809,924;959,527;21,16;21,002;19,925;22,56;562,789;438,998;19,557;23,026;584,125;421,385;3,017;3,101;14,136;16,323;1,524;0,026;1;0,952;0,972;0,849;0,955;0,968;0,981
"593";"avaliaArvores/A_125_2_2_Teste";"BKSimetrico";2;125;222;169,478;182,152;1,96;2564,408;151,447;187,509;145,781;193,175;18,031;23,697;151,39;145,592;142,015;135,007;31228,722;26649,409;31537,219;25498,527;188,292;193,425;225,267;244,778;54205,268;57990,072;90778,111;100861,909;205,712;242,299;193,703;219,32;562,789;438,998;190,133;223,857;584,125;421,385;2,571;2,553;7,698;6,278;21,406;0,048;0,975;0,592;0,014;0,46;0,655;0,511;0,886
"594";"avaliaArvores/A_125_2_2_Teste";"BKSimetrico";2;125;78;26,936;28,984;1,96;2564,408;24,073;29,799;23,174;30,698;2,863;3,762;24,052;23,11;22,933;20,92;775,755;693,011;789,747;633,446;29,928;30,454;36,53;39,392;1362,758;1428,45;2280,595;2582,854;32,662;38,499;30,755;34,822;562,789;438,998;30,188;35,543;584,125;421,385;2,572;2,553;7,703;6,278;3,384;0,038;0,999;0,586;0,014;0,458;0,627;0,507;0,901
"595";"avaliaArvores/A_125_2_2_Teste";"BKSimetrico";2;125;101;42,53;47,664;1,96;2564,408;38,9;46,16;37,76;47,3;3,63;4,77;38,955;37,561;39,095;37,272;1063,961;882,645;1119,346;846,714;46,175;47,517;56,875;60,305;2508,423;2795,219;4633,481;5286,118;41,411;52,489;38,993;44,15;562,789;438,998;38,275;45,063;584,125;421,385;3,897;3,228;21,015;12,107;5,822;0,044;0,99;0,312;0;0,156;0,516;0,481;0,931
"596";"avaliaArvores/A_125_2_2_Teste";"BKSimetrico";2;125;77;68,122;73,216;1,96;2564,408;60,873;75,371;58,596;77,648;7,249;9,526;61,056;58,887;57,076;52,648;4913,328;4523,267;4653,492;3752,509;75,196;77,673;89,64;96,681;8682,42;9235,785;14093,021;15842,218;82,697;97,439;77,869;88,167;562,789;438,998;76,434;89,991;584,125;421,385;2,572;2,551;7,703;6,267;8,618;0,046;0,984;0,593;0,014;0,455;0,611;0,491;0,883
"597";"avaliaArvores/A_125_2_2_Teste";"BKSimetrico";2;125;71;73,018;88,104;1,96;2564,408;66,23;79,806;64,097;81,939;6,788;8,921;66,64;64,528;70,16;66,015;3522,019;3083,153;4005,309;3055,675;79,733;81,66;108,527;116,133;9152,34;10307,165;22986,76;28049,893;77,447;110,069;72,926;82,57;562,789;438,998;71,582;84,278;584,125;421,385;4,296;3,845;27,91;18,694;16,922;0,07;0,711;0,152;0;0,028;0,472;0,461;0,697
"598";"avaliaArvores/A_125_2_2_Teste";"BKSimetrico";2;125;76;79,9;87,368;1,96;2564,408;73,653;86,147;71,69;88,11;6,247;8,21;74,416;72,758;73,716;69,055;3618,498;3350,99;4118,029;3181,387;86,157;88,657;102,787;109,368;6700,358;7321,968;12877,901;14977,047;71,274;89,681;67,113;75,988;562,789;438,998;65,876;77,56;584,125;421,385;2,857;2,804;10,58;9,006;9,388;0,054;0,933;0,39;0,001;0,192;0,546;0,492;0,8
"599";"avaliaArvores/A_125_2_2_Teste";"BKSimetrico";2;125;102;162,794;142,216;1,96;2564,408;147,952;177,636;143,289;182,299;14,842;19,505;149,24;145,288;118,624;111,67;18507,236;16767,811;6941,984;4706,699;176,553;181,812;171,746;179,56;39825,214;43720,408;42584,018;52039,661;169,326;146,776;159,441;180,527;562,789;438,998;156,502;184,261;584,125;421,385;3,761;4,311;17,602;23,054;21,742;0,116;0,136;0,177;0,059;0,256;0,521;0,62;0,037
"600";"avaliaArvores/A_125_2_2_Teste";"BKSimetrico";2;125;88;75,394;77,624;1,96;2564,408;69,21;81,578;67,267;83,521;6,184;8,127;69,12;67,782;65,526;61,206;2945,577;2553,149;2250,56;1579,282;81,72;83,366;93,312;96,641;7257,309;8257,619;10537,688;12432,452;70,55;76,631;66,431;75,217;562,789;438,998;65,207;76,773;584,125;421,385;4,221;3,44;23,771;13,35;4,986;0,042;0,995;0,769;0,209;0,599;0,762;0,711;0,655
"601";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;269;684,186;684,186;1,96;2564,408;661,519;706,853;654,397;713,975;22,667;29,789;661,585;653,623;646,722;634,788;60646,359;58578,125;46092,985;42649,75;705,497;713,733;719,554;729,271;73770,608;77496,605;70023,089;76328,573;258,598;238,722;243,502;275,704;562,789;438,998;239,013;281,407;584,125;421,385;0,15;-0,011;-0,502;-0,328;22,242;0,046;0,974;1;0,827;0,437;1;0,538;0,068
"602";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;204;794,78;794,78;1,96;2564,408;767,382;822,178;758,773;830,787;27,398;36,007;767,732;759,398;745,134;731,239;87384,617;84511,101;66711,046;62017,956;824,423;830,191;845,158;854,769;108097,526;111852,882;103550,319;111461,814;312,58;290,39;294,332;333,257;562,789;438,998;288,907;340,151;584,125;421,385;0,543;0,591;-0,549;-0,262;25,303;0,076;0,548;1;0,714;0,785;1;0,559;0,5
"603";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;191;98,474;98,474;1,96;2564,408;86,709;110,239;83,012;113,936;11,765;15,462;87,069;84,126;78,107;74,328;12964,409;12002,121;9053,855;7960,256;111,087;116,209;120,075;129,934;23811,526;25203,046;28590,385;32122,973;134,229;132,888;126,393;143,109;562,789;438,998;124,063;146,069;584,125;421,385;2,811;2,884;9,362;9,828;2,949;0,062;0,791;1;0;0,021;1;0,955;0
"604";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;280;2,4;2,4;1,96;2564,408;2,311;2,489;2,283;2,517;0,089;0,117;2,314;2,278;2,248;2,202;0,924;0,896;0,691;0,635;2,48;2,502;2,553;2,612;1,141;1,17;1,053;1,112;1,014;0,93;0,955;1,081;562,789;438,998;0,937;1,103;584,125;421,385;0,336;0,413;-0,548;-0,195;0,118;0,086;0,389;1;0,858;0,869;1;0,516;0,528
"605";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;228;104,49;104,49;1,96;2564,408;100,246;108,734;98,912;110,068;4,244;5,578;100,477;99,384;97,264;96,086;1096,464;1025,377;895,452;852,945;108,963;110,175;113,503;117,839;3884,356;4535,297;5366,584;7240,123;48,424;47,819;45,597;51,627;562,789;438,998;44,757;52,695;584,125;421,385;4,962;5,158;43,27;45,515;1,402;0,028;1;1;0,151;0,997;1;0,963;0,001
"606";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;277;130,924;130,924;1,96;2564,408;128,016;133,832;127,103;134,745;2,908;3,821;127,962;127,132;125,859;125,106;849,579;763,147;629,682;534,499;133,924;134,94;136,424;138,455;1346,062;1408,662;1549,018;1670,435;33,171;32,221;31,235;35,366;562,789;438,998;30,659;36,097;584,125;421,385;2,109;2,276;5,059;5,897;1,718;0,062;0,791;1;0;0,04;1;0,833;0,32
"607";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;291;498,42;498,42;1,96;2564,408;485,511;511,329;481,454;515,386;12,909;16,966;485,835;481,329;478,401;473,321;16224,978;14944,816;12048,722;11085,765;511,512;517,947;522,057;531,976;29287,918;31616,234;33978,632;40475,913;147,28;139,584;138,683;157,023;562,789;438,998;136,126;160,271;584,125;421,385;1,925;2,148;9,504;11,541;8,1;0,036;0,999;1;0,737;0,895;1;0,768;0,002
"608";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;271;2041,43;2041,43;1,96;2564,408;1918,369;2164,491;1879,701;2203,159;123,061;161,729;1921,111;1884,636;1825,556;1778,296;1690928,526;1618979,429;1362297,371;1284187,309;2179,179;2224,028;2293,441;2395,965;2292886,016;2384204,683;2489641,107;2706860,606;1403,963;1370,052;1322,005;1496,838;562,789;438,998;1297,636;1527,8;584,125;421,385;1,15;1,235;0,846;1,14;64,624;0,044;0,983;1;0,074;0,059;1;0,784;0
"609";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;297;6,452;6,452;1,96;2564,408;6,231;6,673;6,162;6,742;0,221;0,29;6,222;6,166;6,058;5,956;5,699;5,486;4,321;4,055;6,664;6,744;6,828;6,925;7,009;7,213;6,624;7,036;2,521;2,329;2,374;2,688;562,789;438,998;2,33;2,743;584,125;421,385;0,555;0,609;-0,529;-0,24;0,249;0,088;0,361;1;0,792;0,889;1;0,505;0,503
"610";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;296;43,5;43,5;1,96;2564,408;43,027;43,973;42,878;44,122;0,473;0,622;43,054;42,932;42,814;42,677;17,744;15,275;9,584;8,006;44,044;44,216;44,408;44,765;44,97;48,062;57,811;73,668;5,398;5,04;5,082;5,755;562,789;438,998;4,989;5,874;584,125;421,385;4,053;4,693;25,236;32,745;0,43;0,106;0,168;1;0,114;0,977;1;0,811;0,511
"611";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;290;686,228;686,228;1,96;2564,408;640,268;732,188;625,827;746,629;45,96;60,401;644,541;636,592;613,232;596,279;221091,176;207980,734;160046,689;142101,283;733,104;746,467;776,437;807,742;337337,867;366263,856;377573,421;447328,744;524,34;494,201;493,731;559,026;562,789;438,998;484,63;570,589;584,125;421,385;1,769;1,915;4,337;5,536;33,292;0,08;0,481;1;0,044;0,309;1;0,704;0,307
"612";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;285;23413,208;23413,208;1,96;2564,408;23401,132;23425,284;23397,337;23429,079;12,076;15,871;23401,457;23398,62;23394,1;23389,072;16614,496;15995,176;10489,225;9755,757;23425,476;23427,657;23433,357;23442,068;21635,263;22606,747;17807,175;19441,895;137,774;118,522;129,732;146,888;562,789;438,998;127,34;149,927;584,125;421,385;0,302;0,458;-0,008;0,43;18,067;0,068;0,688;1;0,12;0,16;1;0,524;0,677
"613";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;273;800,006;800,006;1,96;2564,408;704,394;895,618;674,351;925,661;95,612;125,655;714,224;687,916;650,881;601,635;858575,058;791660,262;637072,861;534894,205;889,105;922,713;998,853;1057,649;1557530,29;1664503,871;1939242,977;2291057,857;1090,807;1079,918;1027,13;1162,966;562,789;438,998;1008,197;1187,022;584,125;421,385;2,811;2,884;9,363;9,828;23,952;0,06;0,822;1;0;0,021;1;0,949;0
"614";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;257;763,09;763,09;1,96;2564,408;671,891;854,289;643,234;882,946;91,199;119,856;679,114;656,957;608,879;571,832;792536,632;694570,687;558155,876;478184,998;865,451;899,324;949,071;1047,06;1430701,377;1522245,912;1765333,576;1955847,284;1040,463;1030,08;979,724;1109,291;562,789;438,998;961,665;1132,237;584,125;421,385;2,811;2,884;9,361;9,826;22,836;0,06;0,822;1;0;0,021;1;0,953;0
"615";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;288;3184,762;3184,762;1,96;2564,408;3145,016;3224,508;3132,527;3236,997;39,746;52,235;3145,762;3138,927;3108,243;3091,175;174030,021;169101,462;145276,874;132713,648;3225,97;3240,199;3261,879;3280,902;237845,283;249423,15;266820,456;292816,493;453,451;446,603;426,98;483,448;562,789;438,998;419,11;493,448;584,125;421,385;1,052;1,108;0,975;1,139;14,017;0,024;1;1;0,316;0,447;1;0,85;0,001
"616";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;145;117,746;117,746;1,96;2564,408;113,722;121,77;112,457;123,035;4,024;5,289;114,143;113,23;111,873;111,07;612,959;534,682;366,068;320,984;122,354;124,36;127,202;130,237;4031,983;4971,408;6105,063;7905,861;45,914;44,76;43,233;48,951;562,789;438,998;42,436;49,963;584,125;421,385;7,857;8,399;81,727;89,082;2,184;0,052;0,927;1;0,01;0,536;1;0,942;0,488
"617";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;279;700,144;700,144;1,96;2564,408;682,084;718,204;676,409;723,879;18,06;23,735;683,265;679,812;670,685;662,668;34419,168;32814,868;25527,426;23266,489;718,088;723,738;731,828;744,92;51739,055;55367,136;47075,222;51416,284;206,04;186,926;194,012;219,67;562,789;438,998;190,436;224,214;584,125;421,385;1,231;0,947;3,812;1,534;12,71;0,032;1;1;0,684;0,925;1;0,541;0,518
"618";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;287;712,03;712,03;1,96;2564,408;698,341;725,719;694,04;730,02;13,689;17,99;697,983;694,356;689,21;680,195;20889,435;19812,914;15440,135;14203,472;724,722;729,907;734,665;740,922;28304,338;30242,976;24930,622;26428,08;156,171;141,209;147,054;166,502;562,789;438,998;144,343;169,946;584,125;421,385;-0,715;-0,529;1,1;0,325;13,116;0,044;0,983;1;0,775;0,866;1;0,52;0,989
"619";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;270;1104,072;1104,072;1,96;2564,408;987,646;1220,498;951,063;1257,081;116,426;153,009;996,867;970,662;905,135;847,059;1395082,24;1282500,648;1042465,627;927202,939;1222,12;1275,221;1337,808;1400,464;2177570,706;2293001,33;2471589,718;2761319,21;1328,269;1297,658;1250,729;1416,136;562,789;438,998;1227,675;1445,429;584,125;421,385;2,08;2,113;4,636;4,88;35,82;0,074;0,582;1;0,09;0,063;1;0,872;0,001
"620";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;227;1124,762;1124,762;1,96;2564,408;1079,061;1170,463;1064,7;1184,824;45,701;60,062;1082,113;1072,799;1050,859;1035,785;129257,276;118795,043;107192,714;93728,611;1172,259;1190,107;1221,353;1260,537;441047,686;520240,194;662816,86;808939,192;521,392;514,845;490,955;555,883;562,789;438,998;481,905;567,381;584,125;421,385;4,961;5,157;43,253;45,512;15,002;0,03;1;1;0,152;0,993;1;0,949;0,001
"621";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;230;20,478;20,478;1,96;2564,408;19,687;21,269;19,439;21,517;0,791;1,039;19,722;19,576;19,214;18,932;45,763;39,964;31,021;26,69;21,276;21,594;22,219;23,304;126,675;144,406;193,285;243,348;9,023;8,919;8,496;9,62;562,789;438,998;8,34;9,819;584,125;421,385;4,517;4,676;33,845;35,461;0,317;0,036;0,999;1;0,041;0,507;1;0,961;0
"622";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;253;96,7;96,7;1,96;2564,408;85,143;108,257;81,512;111,888;11,557;15,188;85,641;81,546;77,318;73,057;12480,784;11602,433;8954,668;6967,79;108,449;111,142;120,502;131,422;22541,846;24011,299;29362,692;34448,043;131,847;130,534;124,15;140,568;562,789;438,998;121,861;143,476;584,125;421,385;2,811;2,884;9,362;9,826;2,891;0,066;0,723;1;0;0,021;1;0,952;0
"623";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;229;2256,644;2256,644;1,96;2564,408;2169,543;2343,745;2142,175;2371,113;87,101;114,469;2173,74;2151,028;2114,748;2089,6;539432,306;470500,369;383681,545;330705,545;2346,958;2371,068;2416,681;2477,789;1583048,612;1807513,999;2039331,406;2617489,492;993,705;982,823;935,696;1059,441;562,789;438,998;918,449;1081,355;584,125;421,385;4,505;4,653;33,653;35,153;26,523;0,028;1;1;0,04;0,49;1;0,97;0
"624";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;275;5825,37;5825,37;1,96;2564,408;5488,473;6162,267;5382,612;6268,128;336,897;442,758;5515,452;5425,159;5292,384;5147,498;10622874,297;9682978,939;7677294,927;6551950,214;6178,414;6311,242;6491,156;6804,433;19644790,295;21279772,741;23827247,167;28447104,047;3843,566;3815,753;3619,192;4097,824;562,789;438,998;3552,48;4182,589;584,125;421,385;2,707;2,773;10,051;10,396;85,444;0,042;0,99;1;0,043;0,363;1;0,975;0,001
"625";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;190;392,806;392,806;1,96;2564,408;379,096;406,516;374,788;410,824;13,71;18,018;379,009;374,627;370,468;365,315;19300,879;18304,382;14833,644;13122,667;406,212;409,995;419,852;430,343;29757,118;31888,603;35604,613;44212,591;156,414;150,143;147,283;166,761;562,789;438,998;144,568;170,21;584,125;421,385;1,635;1,787;4,933;5,911;6,723;0,07;0,653;1;0,055;0,355;1;0,777;0,001
"626";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;255;194,166;194,166;1,96;2564,408;167,186;221,146;158,709;229,623;26,98;35,457;167,941;161,18;150,563;139,946;70662,226;63377,78;52794,027;45863,508;221,929;229,958;246,33;272,22;119810,739;127394,748;135000,042;146541,093;307,804;301,428;289,836;328,166;562,789;438,998;284,493;334,954;584,125;421,385;2,524;2,597;6,15;6,505;11,793;0,126;0,06;1;0,026;0,102;1;0,871;0,001
"627";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;188;164,322;164,322;1,96;2564,408;132,775;195,869;122,863;205,781;31,547;41,459;133,636;126,466;112,75;102,822;81963,334;74034,516;53814,743;38362,378;196,015;206,733;227,151;248;187850,974;207992,275;246283,232;289936,557;359,906;354,568;338,896;383,714;562,789;438,998;332,649;391,652;584,125;421,385;4,064;4,156;20,259;20,884;9,819;0,144;0,021;1;0;0,063;1;0,941;0,001
"628";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;254;382,084;382,084;1,96;2564,408;208,47;555,698;153,917;610,251;173,614;228,167;220,814;186,758;153,466;128,51;828923,076;411970,97;341281,459;196582,182;570,096;626,014;839,91;1010,039;7954448,296;9103651,658;14606355,028;17711115,364;1980,713;1965,249;1865,086;2111,74;562,789;438,998;1830,707;2155,422;584,125;421,385;9,646;9,782;106,94;109,991;29,316;0,156;0,009;1;0;0,089;1;0,982;0,001
"629";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;158;39,002;39,002;1,96;2564,408;34,453;43,551;33,024;44,98;4,549;5,978;34,39;33,181;31,866;29,64;1696,105;1472,757;1128,482;886,523;43,433;45,34;48,683;51,788;3743,337;4075,955;4913,643;5954,085;51,896;51,43;48,866;55,329;562,789;438,998;47,965;56,473;584,125;421,385;3,78;3,863;18,536;19,22;1,404;0,104;0,184;1;0;0,021;1;0,959;0,001
"630";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;155;148,04;148,04;1,96;2564,408;129;167,08;123,017;173,063;19,04;25,023;130,253;125,227;115,513;106,156;35851,559;33700,321;25883,785;18450,693;168,102;175,249;186,789;200,478;59746,713;64119,411;71637,61;80618,312;217,227;214,616;204,546;231,597;562,789;438,998;200,776;236,387;584,125;421,385;2,55;2,627;6,437;6,821;6,488;0,104;0,184;1;0,02;0,195;1;0,923;0,008
"631";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;169;1031,748;1031,748;1,96;2564,408;975,371;1088,125;957,656;1105,84;56,377;74,092;976,818;965,029;931,874;907,316;369534,412;360543,7;324804,62;301662,942;1084,21;1092,465;1131,986;1169,27;455487,459;470959,844;476827,16;500240,046;643,193;634,501;605,645;685,741;562,789;438,998;594,482;699,926;584,125;421,385;0,853;0,867;-0,621;-0,591;16,116;0,058;0,852;1;0,415;0,081;1;0,826;0,001
"632";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;156;874,092;874,092;1,96;2564,408;804,693;943,491;782,887;965,297;69,399;91,205;806,445;791,279;758,291;729,951;520581,799;498410,657;408976,837;363310,21;944,738;976,991;1008,019;1057,112;751062,641;791141,198;840626,729;923800,943;791,749;776;745,53;844,125;562,789;438,998;731,788;861,586;584,125;421,385;1,546;1,637;2,108;2,446;32,238;0,09;0,334;1;0,292;0,315;1;0,833;0,004
"633";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;148;132,088;132,088;1,96;2564,408;113,852;150,324;108,122;156,054;18,236;23,966;114,579;109,343;102,61;95,984;32098,509;28479,673;21941,23;18766,434;151,519;157,131;167,852;177,855;56019,169;60344,34;59488,078;65656,66;208,048;196,431;195,903;221,811;562,789;438,998;192,292;226,399;584,125;421,385;2,708;2,601;7,827;6,998;9,64;0,146;0,018;1;0,259;0,203;1;0,744;0,002
"634";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;141;308,694;308,694;1,96;2564,408;266,042;351,346;252,64;364,748;42,652;56,054;269,697;256,91;239,788;219,603;176292,098;161342,611;119417,463;93169,562;354,956;366,245;386,757;409,741;304505,451;322777,555;320391,797;365401,013;486,603;459,437;458,197;518,792;562,789;438,998;449,751;529,524;584,125;421,385;2,707;2,6;7,822;6,993;22,519;0,14;0,027;1;0,259;0,203;1;0,704;0,002
"635";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;149;171,978;171,978;1,96;2564,408;157,341;186,615;152,742;191,214;14,637;19,236;157,824;154,52;147,627;141,639;21857,052;20362,475;15151,943;12073,209;187,11;191,239;199,18;209,69;34884,682;36494,653;38068,808;43868,905;166,989;160,842;157,241;178,035;562,789;438,998;154,342;181,718;584,125;421,385;2,266;2,491;5,386;6,524;10,856;0,104;0,184;1;0,071;0,409;1;0,789;0,013
"636";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;123;173,63;173,63;1,96;2564,408;162,015;185,245;158,365;188,895;11,615;15,265;162,522;160,002;154,891;148,575;13807,118;12858,45;10188,242;8767,505;185,891;189,444;195,002;199,821;21750,971;23313,599;23284,568;25667,453;132,514;125,09;124,779;141,28;562,789;438,998;122,479;144,203;584,125;421,385;1,816;1,951;4,269;5,258;7,137;0,06;0,822;1;0,181;0,341;1;0,708;0,01
"637";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;262;91,794;91,794;1,96;2564,408;82,954;100,634;80,177;103,411;8,84;11,617;82,015;79,278;75,872;71,483;7970,778;7240,378;6057,488;5269,18;100,718;103,487;108,281;114,077;12170,638;12825,613;13712,561;14671,662;100,849;97,658;94,961;107,52;562,789;438,998;93,211;109,744;584,125;421,385;1,887;2,003;3,246;3,751;4,826;0,108;0,153;1;0,17;0,3;1;0,779;0,007
"638";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;130;87,312;87,312;1,96;2564,408;82,203;92,421;80,598;94,026;5,109;6,714;82,308;80,838;79,018;76,931;2709,613;2553,392;1861,164;1731,108;92,469;93,507;96,788;99,519;4063,352;4333,82;4161,394;4676,563;58,287;53,117;54,884;62,143;562,789;438,998;53,873;63,428;584,125;421,385;1,633;1,72;3,313;3,79;4,924;0,086;0,389;1;0,496;0,736;1;0,59;0,063
"639";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;259;97,408;97,408;1,96;2564,408;93,309;101,507;92,022;102,794;4,099;5,386;93,15;92,514;90,568;88,983;1579,387;1464,279;1100,289;964,462;101,956;103,439;105,817;107,89;2957,292;3184,092;3655,478;4176,726;46,759;44,634;44,03;49,852;562,789;438,998;43,218;50,884;584,125;421,385;2,421;2,73;10,628;12,969;3,253;0,052;0,927;1;0,131;0,324;1;0,822;0,004
"640";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;252;0;0;1,96;2564,408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;562,789;438,998;0;0;584,125;421,385;NA;NA;NA;NA;0;0;1;1;NA;NA;1;1;NA
"641";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;120;31,88;31,88;1,96;2564,408;29,402;34,358;28,624;35,136;2,478;3,256;29,5;28,896;28,408;27,671;419,332;349,418;269,368;238,725;34,41;35,25;36,969;39,473;1274,497;1420,421;1814,374;2354,757;28,268;26,489;26,618;30,138;562,789;438,998;26,127;30,761;584,125;421,385;5,044;5,394;39,153;46,645;1,545;0,054;0,905;1;0,556;0,599;1;0,847;0,019
"642";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoLinear";3;230;295;88,996;88,996;1,96;2564,408;87,916;90,076;87,577;90,415;1,08;1,419;87,984;87,718;87,476;86,905;92,726;73,678;47,477;40,552;90,084;90,442;91,211;91,622;222,398;239,619;262,967;308,917;12,321;11,111;11,602;13,136;562,789;438,998;11,388;13,408;584,125;421,385;3,894;4,242;20,768;25,434;0,918;0,082;0,449;1;0,061;0,666;1;0,731;0,073
